sample_uid,observation_uid,tag_id,camera_role,measured_distance_m,predicted_distance_m,distance_residual_m,normalized_distance_residual,measured_angle_deg,predicted_angle_deg,angle_residual_deg,normalized_angle_residual,yaw_used,measured_yaw_deg,predicted_yaw_deg,yaw_residual_deg,normalized_yaw_residual,combined_score,rejected,rejection_reason
main29_s012,main29_s012_o075,40,front,5.113,5.239451383758241,0.1264513837582406,2.115936361808803,-19.0,-18.8334771311051,0.16652286889490142,0.06660914755796057,True,42.7,44.52750952025559,1.827509520255603,0.5275565567330881,1.2596215551129029,False,
main29_s012,main29_s012_o076,41,front,4.613,4.589202577185394,-0.023797422814606506,-0.39820704807022583,-25.0,-27.84242293336405,-2.8424229333640483,-1.1369691733456193,True,36.2,35.51856371799664,-0.6814362820033466,-0.1967137104251049,0.7047373123228815,False,
main29_s012,main29_s012_o078,49,rear,0.868,0.9369749284147918,0.0689749284147918,1.379498568295836,-2.8,-3.2161533656120582,-0.41615336561204685,-0.16646134624481873,True,-29.1,-29.855166714251368,-0.7551667142513736,-0.21799785287803786,0.8120444863805869,False,
main29_s013,main29_s013_o080,36,front,2.764,2.72932487646515,-0.034675123534849916,-0.6935024706969983,17.8,18.148198930707025,0.3481989307070137,0.13927957228280546,False,,,,,0.500172208403327,False,
main29_s013,main29_s013_o081,37,front,3.442,3.425532287884674,-0.016467712115326272,-0.32935424230652544,1.6,3.3437007636968588,1.7437007636968644,0.6974803054787457,True,-23.1,-21.955441452508012,1.1445585474919824,0.33040559274889153,0.48446563317252833,False,
main29_s013,main29_s013_o082,38,front,3.863,3.8895215123539684,0.02652151235396838,0.5304302470793676,-11.5,-9.931702141885268,1.5682978581147324,0.627319143245893,True,-36.5,-35.23084435809005,1.269155641909947,0.3663736757501201,0.5193313729473358,False,
main29_s013,main29_s013_o083,39,front,4.574,4.514113615626903,-0.05988638437309657,-1.0020908787724965,-19.5,-19.96706965184731,-0.46706965184731075,-0.1868278607389243,True,-45.5,-45.266211868052096,0.23378813194790382,0.067488820456731,0.5898150895984148,False,
main29_s013,main29_s013_o084,40,front,4.486,4.555408794462267,0.06940879446226766,1.3881758892453533,-25.2,-28.537555319605985,-3.337555319605997,-0.9440031996314542,True,41.5,36.16330246418923,-5.336697535810771,-1.0893488228587287,1.1554011133599518,True,worst_normalized_residual
main29_s013,main29_s013_o086,49,rear,1.885,1.8729525927686606,-0.012047407231339458,-0.24094814462678915,11.8,8.96684549130066,-2.8331545086993515,-0.8013371061002212,False,,,,,0.5916912902908785,False,
main29_s014,main29_s014_o089,46,front,3.688,3.6828288849732096,-0.005171115026790574,-0.10342230053581147,15.6,15.308480418226509,-0.29151958177348547,-0.11660783270939419,True,35.6,39.56716190926642,3.967161909266423,1.1452209981168995,0.6672892160138584,False,
main29_s014,main29_s014_o090,47,front,3.2,3.1636252621509433,-0.03637473784905687,-0.7274947569811374,0.8,1.923913941506271,1.1239139415062596,0.44956557660250385,True,19.7,26.18259543254618,6.482595432546191,1.8713641090139908,1.1879059246711856,False,
main29_s014,main29_s014_o091,48,front,2.869,2.874910878086052,0.005910878086051952,0.11821756172103903,-15.9,-15.194881262416288,0.7051187375837173,0.2820474950334869,True,9.2,9.06380022862362,-0.13619977137636852,-0.03931748733385592,0.17801876882712905,False,
main29_s014,main29_s014_o092,49,front,2.871,2.8804976471030055,0.009497647103005491,0.18995294206010982,-28.1,-33.99440105255326,-5.894401052553263,-1.6671883821174145,False,,,,,1.1865073159623951,False,
main29_s014,main29_s014_o093,34,rear,2.604,2.5651502116799922,-0.03884978832000785,-0.6018583326682952,9.0,9.426085136542724,0.4260851365427243,0.17043405461708971,True,32.4,33.684766627582576,1.2847666275825702,0.3708801791403223,0.41985446957036554,False,
main29_s014,main29_s014_o094,35,rear,2.206,2.184676726164838,-0.02132327383516186,-0.4264654767032372,-13.7,-11.95091512507986,1.749084874920129,0.49471591037073903,False,,,,,0.46185313401213834,False,
main29_s015,main29_s015_o096,46,front,4.459,4.489734589457197,0.030734589457197536,0.6146917891439507,6.4,7.2067199217198095,0.8067199217198038,0.3226879686879215,True,28.8,31.677983884330047,2.8779838843300354,0.8308023851706753,0.6250882934919971,False,
main29_s015,main29_s015_o097,47,front,4.083,4.071912596841322,-0.011087403158677844,-0.2217480631735569,-5.7,-4.2452311076808655,1.454768892319123,0.5819075569276493,True,13.6,20.22603285492937,6.626032854929377,1.9127709262263901,1.1613901475599104,False,
main29_s015,main29_s015_o098,48,front,3.832,3.848984976906699,0.01698497690669898,0.3396995381339796,-17.7,-17.53594495959169,0.1640550404083001,0.06562201616332004,False,,,,,0.24464466600947798,False,
main29_s015,main29_s015_o099,49,front,3.817,3.8502644156124135,0.033264415612413334,0.6652883122482667,-26.8,-31.561387347977416,-4.761387347977404,-1.3467237126442617,False,,,,,1.062137772751843,False,
main29_s015,main29_s015_o100,35,rear,1.182,1.238804979193295,0.05680497919329497,1.1360995838658994,-2.9,-3.0028056904180005,-0.10280569041799481,-0.04112227616719792,True,19.9,21.468458272192265,1.5684582721922595,0.4527749028314481,0.7064980346024723,False,
main29_s016,main29_s016_o101,32,front,3.892,3.8914511539288665,-0.0005488460711333687,-0.010976921422667374,13.2,13.216304205800839,0.016304205800850013,0.006521682320340005,True,34.0,37.030746664297226,3.030746664297226,0.8749012012387819,0.5051782316084988,False,
main29_s016,main29_s016_o102,33,front,3.393,3.4019977061718634,0.008997706171863573,0.17995412343727146,-1.1,0.23873824277717404,1.3387382427771684,0.5354952971108673,True,21.7,24.053180701273504,2.3531807012735158,0.6793047556660482,0.5100959553000599,False,
main29_s016,main29_s016_o103,34,front,3.144,3.1352060993542614,-0.008793900645738706,-0.17587801291477412,-16.4,-16.067840873862224,0.33215912613778187,0.13286365045511275,False,,,,,0.15586183791920946,False,
main29_s016,main29_s016_o104,35,front,3.147,3.1522226435980802,0.005222643598080445,0.1044528719616089,-27.7,-33.57498193477892,-5.87498193477893,-1.661695826172258,False,,,,,1.1773154677441666,True,worst_normalized_residual
main29_s016,main29_s016_o106,48,rear,2.377,2.3659196291316555,-0.011080370868344236,-0.22160741736688472,13.5,14.102700656162938,0.6027006561629378,0.17046948839935802,False,,,,,0.1976988794950031,False,
main29_s016,main29_s016_o107,49,rear,1.935,1.935930984127742,0.0009309841277418407,0.018619682554836814,-10.2,-8.420286750217542,1.7797132497824464,0.5033789229954863,False,,,,,0.3561860698388825,False,
main29_s017,main29_s017_o109,48,front,4.136,4.14665535881458,0.010655358814579685,0.2131071762915937,13.1,13.47649200780063,0.3764920078006355,0.1505968031202542,True,17.3,21.81819422683327,4.518194226833259,1.3042903265565975,0.7679555806699007,False,
main29_s017,main29_s017_o110,49,front,3.934,3.8962771467308066,-0.03772285326919356,-0.7544570653838711,-1.2,0.5339238468943677,1.7339238468943563,0.6935695387577425,False,,,,,0.7246530785832178,False,
main29_s017,main29_s017_o111,50,front,3.671,3.677917841756931,0.006917841756931331,0.13835683513862662,-14.9,-13.737327248600195,1.1626727513998105,0.46506910055992423,False,,,,,0.3430975678471024,False,
main29_s017,main29_s017_o112,51,front,3.727,3.800686179397985,0.07368617939798527,1.4737235879597055,-26.4,-30.554546065569298,-4.154546065569292,-1.175083078286375,False,,,,,1.3327943304545924,True,worst_normalized_residual
main29_s017,main29_s017_o113,34,rear,1.142,1.173284319389268,0.03128431938926801,0.6256863877853602,12.2,9.988168563387802,-2.2118314366121865,-0.6256004030680242,False,,,,,0.625643396903846,False,
main29_s018,main29_s018_o114,31,front,4.071,4.112151384704865,0.04115138470486546,0.8230276940973091,-18.4,-19.050703959444917,-0.6507039594449111,-0.26028158377796445,True,42.4,44.9657839401757,2.5657839401756917,0.740678024271427,0.6566899379320817,False,
main29_s018,main29_s018_o116,55,front,3.329,3.3124994096253517,-0.01650059037464846,-0.3300118074929692,15.5,14.835261367048275,-0.6647386329517246,-0.26589545318068986,True,-13.6,-11.14825073333111,2.451749266668884,0.7077590495483738,0.4762810995356133,False,
main29_s018,main29_s018_o117,56,front,3.655,3.648239205390724,-0.006760794609275589,-0.13521589218551178,-2.0,-1.0376433887568055,0.9623566112431945,0.3849426444972778,True,-26.4,-27.021155489136163,-0.6211554891361573,-0.17931214443068702,0.25730463280737426,False,
main29_s018,main29_s018_o118,57,front,4.225,4.207675177161556,-0.017324822838443943,-0.34649645676887886,-13.8,-13.446913894653932,0.35308610534607965,0.14123444213843186,True,-39.4,-39.43042599503326,-0.03042599503325505,-0.00878322821140601,0.21608957039258453,False,
main29_s019,main29_s019_o119,32,front,3.387,3.393976056197959,0.006976056197959046,0.13952112395918093,-6.8,-5.892452062846019,0.9075479371539927,0.36301917486159707,True,20.6,23.4819736777431,2.8819736777431046,0.8319541393211985,0.5302190601634084,False,
main29_s019,main29_s019_o120,33,front,3.139,3.137912513000996,-0.0010874869990038505,-0.02174973998007701,-20.6,-22.13612915054307,-1.5361291505430756,-0.6144516602172303,False,,,,,0.4347550424853699,False,
main29_s019,main29_s019_o123,49,rear,2.408,2.390163274185339,-0.01783672581466078,-0.3567345162932156,9.3,9.308239044709126,0.008239044709114296,0.0032956178836457185,True,37.7,38.6826647852983,0.9826647852983115,0.28367088915757294,0.263147328549134,False,
main29_s019,main29_s019_o124,50,rear,1.744,1.7646825186902406,0.020682518690240626,0.4136503738048125,-12.5,-11.321478480932683,1.178521519067317,0.3333362231627084,False,,,,,0.3756458900488864,False,
main29_s020,main29_s020_o125,48,front,3.703,3.7487960639305253,0.04579606393052549,0.9159212786105098,22.8,21.901509412886412,-0.8984905871135993,-0.3593962348454397,True,38.5,41.05005764773168,2.550057647731677,0.7361382346834738,0.7094544718292336,False,
main29_s020,main29_s020_o126,49,front,3.247,3.210715716754345,-0.03628428324565469,-0.7256856649130938,8.6,9.146181054783938,0.5461810547839434,0.21847242191357735,True,29.7,28.294729289629203,-1.405270710370786,-0.4056667114584349,0.49629136743874036,False,
main29_s020,main29_s020_o127,50,front,2.751,2.7009951367065788,-0.05000486329342113,-1.0000972658684226,-8.3,-6.859222022177391,1.44077797782262,0.5763111911290479,True,10.5,12.289326212667874,1.7893262126678735,0.5165339852759251,0.7300996480305745,False,
main29_s020,main29_s020_o128,51,front,2.532,2.5488986593638536,0.016898659363853596,0.33797318727707193,-26.3,-30.830490416816474,-4.530490416816463,-1.2814161983326355,False,,,,,0.9370841340742803,False,
main29_s020,main29_s020_o129,32,rear,2.551,2.5295850016811547,-0.021414998318845413,-0.33175972739179244,12.5,12.984541153945258,0.48454115394525843,0.13704893428745885,False,,,,,0.25381777627700214,False,
main29_s020,main29_s020_o130,33,rear,2.203,2.1770273381742817,-0.025972661825718113,-0.5194532365143623,-10.6,-8.870003540485357,1.7299964595146378,0.4893168911806076,False,,,,,0.5046100895344348,False,
main29_s021,main29_s021_o132,51,front,3.534,3.567177377121721,0.0331773771217212,0.6635475424344239,20.3,20.138578779417685,-0.16142122058232644,-0.06456848823293057,False,,,,,0.4714151200075416,False,
main29_s021,main29_s021_o133,53,front,4.676,4.654489418320097,-0.021510581679903495,-0.35994087678142916,-8.8,-6.645510957989927,2.154489042010084,0.8617956168040337,True,-31.6,-33.702641677158454,-2.1026416771584593,-0.6069803691583813,0.6430848281174301,False,
main29_s021,main29_s021_o134,55,front,3.91,3.9475407553703947,0.037540755370394585,0.7508151074078917,-25.4,-28.402513123022118,-3.002513123022112,-0.8492389559562137,False,,,,,0.8015391848891493,False,
main29_s021,main29_s021_o136,34,rear,1.192,1.2380074143480004,0.046007414348000486,0.9201482869600097,0.6,0.15442214321618053,-0.4455778567838138,-0.17823114271352553,True,-26.9,-26.902708575952374,-0.0027085759523686193,-0.0007818985276102846,0.5411222356035393,False,
main29_s022,main29_s022_o137,31,front,3.462,3.513039853702503,0.05103985370250275,1.020797074050055,-17.0,-16.9023682980918,0.09763170190819892,0.03905268076327957,True,31.8,33.066048548745584,1.266048548745573,0.3654767352126958,0.6263984414214547,False,
main29_s022,main29_s022_o138,55,front,2.353,2.3593736475655285,0.006373647565528273,0.12747295131056546,24.9,23.405482305683023,-1.4945176943169827,-0.5978070777267931,True,-24.4,-16.62610084747962,7.773899152520386,2.244131384180324,1.3428512358608666,False,
main29_s022,main29_s022_o139,56,front,2.804,2.8238336819715397,0.019833681971539896,0.3966736394307979,2.4,3.218087980634891,0.8180879806348855,0.3272351922539542,True,-36.9,-36.81349517252772,0.08650482747228239,0.02497179271366218,0.2972408886745402,False,
main29_s022,main29_s022_o140,57,front,3.528,3.526921464375827,-0.0010785356241731492,-0.021570712483462984,-11.1,-10.102474576095176,0.9975254239048184,0.39901016956192736,True,-48.7,-50.13405772925779,-1.4340577292578018,-0.4139768080102277,0.33219031122797626,False,
main29_s022,main29_s022_o141,51,rear,0.654,0.713765881082435,0.05976588108243497,1.1953176216486994,-9.1,-9.661039538836121,-0.5610395388361269,-0.22441581553445075,True,37.1,40.307377308001264,3.20737730800127,0.9258900760836152,0.8825000675875363,False,
main29_s023,main29_s023_o142,32,front,3.12,3.150586185194302,0.030586185194301674,0.6117237038860335,30.0,28.468182579635084,-1.5318174203649164,-0.4332633941918867,False,,,,,0.530058043351255,False,
